machine;description;nature;excution;frequency;nextExecution
M07;SOFT STARTER 3RW4024-1TB04;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MOTOR BOMBA HIDRAULICA 3,6KW;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;BOTÃO DE PULSO  VERDE 1 NA;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MOTOR 0,37 kw;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CONTATOR 3RT2015-1BB42 -24DC;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CONTATOR 3RT2015-1BB42 -24DC;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISJUNTOR MOTOR 0,9-1,25A 3RV2021-0EA10 ;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PLC MOVI DHR 41B;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISJUNTOR MOTOR 14 /20A - 3RV2011-1DA15;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISJUNTOR MOTOR 14 /20A - 3RV2011-1DA15;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CONTATOR 3RT2026 -1BB40 - 24DC;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;FILTRO DE LINHA  TRIFASICO;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PLACA  MXM80A-000-000-00;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PLACA ALIMENTAÇÃO 10KW MXP81A-010-503-00;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PLACA COMANDO MXA81A-002-503-00 MOVIAXIS;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PLACA COMANDO MXA81A-002-503-00 MOVIAXIS;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PLACA COMANDO MXA81A-002-503-00 MOVIAXIS;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52060-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52060-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52060-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52060-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52060-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52062-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52062-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52062-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52062-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE SINAL 52062-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52054-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52054-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52054-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52054-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52054-25M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52056-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52056-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52056-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52056-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CABO DE POTENCIA 52056-5M;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;KA19B/T CMP40M/KY/AK0H/SM1;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO RETIFICADOR DO FREIO BMV5;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SERVOMOTOR DESCARGA DE FILME WA37B-CMP63S/BP/KY/AKOH/SB1;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SERVOMOTOR EIXO VERTICAL WA37B-CMP50M/BK/KY/AKOH/SB1;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SERVOMOTOR EIXO HORIZONTAL WA37B-CMP50S/KY/AKOH/SM1;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SERVOMOTOR DE ROTAÇÃO DA ESTEIRA;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SERVOMOTOR AVANÇO E RETORNO DA ESTEIRA KA47B-CMP63M/KY/AKOH/SM1;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CPL315F-2 PN/DP 6ES7315-2FJ14-0AB0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CARTÃO 6ES7326-1BK02-0AB0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CARTÃO 6ES7326-1BK02-0AB0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CARTÃO 6ES7326-1BF41-0AB0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO DE SINAL 6ES7321-1BL00-0AA0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO DE SINAL 6ES7321-1BL00-0AA0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO DE SINAL 6ES7321-1BL00-0AA0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SWITCH RJ45;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;IHM - 6AV6-643-0CD01-1AX1;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO DE ENTRADA 3RK2400-1CG01-0AA2;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO DE ENTRADA 3RK2400-1CG01-0AA2;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;MODULO DE SAIDA 6ES7158-0AD01-0XA0;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;CLP 6GK1411-2AB10;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI ASI 3RK2200-0CQ20-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI ASI 3RK2200-0CQ20-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI ASI 3RK2200-0CQ20-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI ASI 3RK2200-0CQ20-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI+4DO ASI 3RK2400-1DQ00-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI+4DO ASI 3RK2400-1DQ00-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI+4DO ASI 3RK2400-1DQ00-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI+4DO ASI 3RK2400-1DQ00-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI+4DO ASI 3RK2400-1DQ00-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;DISTRIBUIDOR 4DI+4DO ASI 3RK2400-1DQ00-0AA3;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSORES-SME-8M-24V;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSOR OSD100 ;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;SENSOR OSD100 ;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;UNIDADE DE CONSERVAÇÃO FRC-1D-MAXI;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;PRESSOESTATO PEV-1/4~B;ELÉTRICO;INSPEÇÃO E REAPERTOS;6M;22
M07;GARRA DE APERTO-DESTACO;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;22
M07;GARRA DE APERTO-DESTACO;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;22
M07;GARRA DE APERTO-DESTACO;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;22
M07;GARRA DE APERTO-DESTACO;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;22
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;VALVULA REGULADORA DE FLUXO GRE-1/4;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;28
M07;CILINDRO COMPACTO ADN-25-25A-PPS-A;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;VALVULA REGULADORA DE FLUXO GR-QS-6;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;VALVULA REGULADORA DE FLUXO GR-QS-6;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;CILINDRO COMPACTO ADN-32-100A-PPS-A;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;CILINDRO COMPACTO ADN-32-100A-PPS-A;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;CILINDRO COMPACTO ADN-32-100A-PPS-A;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;CILINDRO COMPACTO ADN-32-100A-PPS-A;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;VALVULA DE RETENÇÃO HQL-1/4-8;MECÂNICO;INSPEÇÃO E REAPERTOS;3M;17
M07;CILINDRO GUIA DFM-32-50-B-PPV-A-GF;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;10
M07;ATUADOR LINEAR DGPL-40-2450-PPV-A-KF-B;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;10
M07;VALVULA DE RETENÇÃO HB-1/4-QS-8;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;10
M07;VALVULA DE RETENÇÃO HB-1/4-QS-8;MECÂNICO;INSPEÇÃO E REAPERTOS;6M;10
M07;MOTOR ELÉTRICO DA LÂMINA;MECÂNICO;INSPEÇÃO/MEDIÇÃO;6M;17
M07;ENGRANAGEM 32D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRANAGEM 32D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-04;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-04;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;BLOCO 4 CANAIS SIEMENS 3RK2200-0CQ20-0AA3;ELÉTRICO;INSPEÇÃO;6M;17
M07;SENSOR DE PRESSÃO;ELÉTRICO;0;3M;17
M07;RESISTÊNCIA DO AQUECIMENTO DO PLÁSTICO;ELÉTRICO;MEDIÇÃO/INSPEÇÃO;6M;17
M07;RESISTÊNCIA DO AQUECIMENTO DO PLÁSTICO;ELÉTRICO;MEDIÇÃO/INSPEÇÃO;6M;17
M07;RESISTÊNCIA DO AQUECIMENTO DO PLÁSTICO;ELÉTRICO;MEDIÇÃO/INSPEÇÃO;6M;17
M07;RESISTÊNCIA DO AQUECIMENTO DO PLÁSTICO;ELÉTRICO;MEDIÇÃO/INSPEÇÃO;6M;17
M07;PORTA CABO 70 X 40;ELÉTRICO;INSPEÇÃO;6M;17
M07;MANCAL GG-ASE-07-E;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;BUCHA CONICA 35MM;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;BUCHA CONICA 35MM;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;EIXO 35mm X 2000mm;MECÂNICO;INSPEÇÃO;M;17
M07;PORTA CABO LD-450 180 X 70mm;MECÂNICO;INSPEÇÃO;M;17
M07;BASE DE FIXAÇÃO EM V;MECÂNICO;INSPEÇÃO/REPARO;6M;10
M07;BASE DE FIXAÇÃO EM V;MECÂNICO;INSPEÇÃO/REPARO;6M;10
M07;BASE DE FIXAÇÃO EM V;MECÂNICO;INSPEÇÃO/REPARO;6M;10
M07;BASE DE FIXAÇÃO EM V;MECÂNICO;INSPEÇÃO/REPARO;6M;10
M07;EIXO GUIA 25mm;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO GUIA 25mm;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO GUIA 25mm;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO GUIA 25mm;MECÂNICO;INSPEÇÃO;M;17
M07;MANCAL SSEPBM 25 DD;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL SSEPBM 25 DD;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL SSEPBM 25 DD;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL SSEPBM 25 DD;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;CILINDRO COMPACTO 20 X 15 mm;MECÂNICO;INSPEÇÃO;6M;10
M07;VALVULA SIMPLES SOLENOIDE 24VDC;MECÂNICO;INSPEÇÃO;6M;17
M07;PORTA CABO 75 X 40 mm;MECÂNICO;INSPEÇÃO;6M;17
M07;PORTA CABO 75 X 40 mm;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;6M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE-02;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO 30 mm;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO 30 mm;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO 30 mm;MECÂNICO;INSPEÇÃO;M;17
M07;EIXO 30 mm;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 32 D MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.01;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;MANCAL GG-ASE 05;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;CREMALHEIRA 25MM MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 60 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;ENGRENAGEM 35 D MOD.2,5;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;M;17
M07;PLACA DE AQUECIMENTO;ELÉTRICO;INSPEÇÃO/PLACA DE TEFLON;6M;15
M07;PLACA DE AQUECIMENTO;ELÉTRICO;INSPEÇÃO/PLACA DE TEFLON;6M;15
M07;ESTEIRA PORTA CABOS 150 X 100mm;ELÉTRICO;INSPEÇÃO;6M;17
M07;VALVULA DIRECIONAL DUPLO SOLENOIDE 24VDC -  D1VW002CNJW91;MECÂNICO;INSPEÇÃO/TROCA DE REPAROS;6M;17
M07;VALVULA DE RETENÇÃOPILOTADA MDT-D1/10-24VDC;MECÂNICO;INSPEÇÃO/TROCA DE REPAROS;6M;17
M07;VALVULA LIMITADORA DE PRESSÃO;MECÂNICO;INSPEÇÃO/TROCA DE REPAROS;6M;17
M07;VALVULA LIMITADORA DE PRESSÃO ZDV-B-01-5-SO-D1-098-91206-0;MECÂNICO;INSPEÇÃO/TROCA DE REPAROS;6M;17
M07;VALVULA CARTUCHO LIMITADORA DE PRESSÃO;MECÂNICO;INSPEÇÃO/TROCA DE REPAROS;6M;17
M07;MOTOR 3,6 KW 1725 rpm;MECÂNICO;INSPEÇÃO/MEDIÇÃO;6M;17
M07;ELEMENTO FILTRANTE ;MECÂNICO;TROCA DO ELEMENTO FILTRANTE;A;17
M07;SENSOR VR-2-C.1;ELÉTRICO;INSPEÇÃO;A;10
M07;SENSOR DE NIVEL;ELÉTRICO;INSPEÇÃO;A;17
M07;RESERVATÓRIO 80LITROS;MECÂNICO;INSPEÇÃO/LIMPEZA;A;17
M07;CILINDRO HIDRÁULICO CK-63/45X200-N602-AW;MECÂNICO;INSPEÇÃO/TROCA DE REPAROS;6M;15
M07;CHAVE FIM DE CURSO ZCP21-M12;ELÉTRICO;INSPEÇÃO;6M;15
M07;CHAVE FIM DE CURSO ZCP21-M12;ELÉTRICO;INSPEÇÃO;6M;15
M07;ACIONADOR ZCY18;ELÉTRICO;INSPEÇÃO;6M;15
M07;ACIONADOR ZCE01;ELÉTRICO;INSPEÇÃO;6M;15
M07;TRA5NSFORMADOR 208-550VPRIMARIO 2 X 115V SECUNDARIO 500KVA;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;CONTATO AUXILIAR ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;CIRCUITO ANTI SURTO;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;CIRCUITO ANTI SURTO;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;DISJUNTOR UNIPOLAR C4A ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;DISJUNTOR UNIPOLAR C6A ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;DISJUNTOR UNIPOLAR C6A ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;DISJUNTOR UNIPOLAR C6A ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;DISJUNTOR UNIPOLAR C6A ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
M07;DISJUNTOR UNIPOLAR C6A ;ELÉTRICO;INSPEÇÃO/REAPERTO;6M;12
