machine;description;nature;excution;frequency;nextExecution
M01;"CHAVE GERAL, 3x160A with handle grey/black, 
REF: KG160K300-006";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;TRANSFORMADOR VA 300 Vp 380/440 Vs 220, REF: C.TM003002109;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"DISJUNTOR GERAL 3x2.2/3.2A S0 100KA spring
 REF: 3RV2021-1DA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"DISJUNTOR 1x3A 10KA curve C 
REF: 5SL6103-7";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;DISJUNTOR 1x2A 10KA curve C , REF: 5SL6102-7;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;DISJUNTOR 1x4A 10KA curve C - REF: 5SL6104-7;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;FONTE 24Vdc-5A 90..264Vac - REF: C.XCSF120C;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;BOTÃO DE EMERGENCIA d.40 red - REF: 3SB3500-1HA20;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Contact block 1NC safely spring - REF: 3SB3403-0M  ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;RELÉ DE SEGURANÇA 3NO+1NC 24Vdc- REF: MSR127T  ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;RELÉ DE EXPANÇÃO 4NO+1NC 24 Vdc - REF: MSR132E;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;RELÉ DE SEGURANÇA 3NO+1NC 24Vdc- REF: MSR127T  ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Automatic switch 3x20/25A S0 55KA spring- REF: 3RV2021-4DA20;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;3-phase inverter 11KW 380/480V Mitsubishi - REF: FR-E740-230SC-EC;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;3-phase filter 50A Mitsubishi X 11/15Kw - REF: C.Z44910CA0(CANNON);ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Automatic switch 3x14/20A S0 55KA spring -
 REF: 3RV2021-4BA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;3-phase inverter 7,5KW 380/480V Mitsubishi- REF: FR-D740-160SC-EC;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;3-phase filter 30A Mitsubishi X 5,5/7,5Kw - REF: C.Z44170CA0(CANNON);ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Automatic switch 3x20/25A S0 55KA spring - REF:3RV2021-4DA20 ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;3-phase inverter 11KW 380/480V Mitsubishi - REF:FR-E740-230SC-EC;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;3-phase filter 50A Mitsubishi X 11/15Kw - REF:C.Z44910CA0 ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Contactor 12A 24Vdc 1NO+1NC S0 spring - REF:3RT2026-2BB40;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Automatic switch 3x1.1/1.6A S00 100KA spring-
REF:3RV2011-1AA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Contactor 9A 24Vdc 1NO S00 spring - REF:3RT2016-2BB41;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Automatic switch 3x1.1/1.6A S00 100KA spring-
REF:3RV2011-1AA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Contactor 9A 24Vdc 1NO S00 spring - REF:3RT2016-2BB41;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Automatic switch 3x4,5/6,3A S00 100KA spring - 
REF: 3RV2011-1GA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Contactor 7A 24Vdc 1NO S00 spring - REF: 3RT2015-2BB41;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Automatic switch 3x4,5/6,3A S00 100KA spring - 
REF: 3RV2011-1GA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Contactor 7A 24Vdc 1NO S00 spring - REF: 3RT2015-2BB41;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;PLC S7-226-AC 24DI/16DO relay 2nd.gen. - REF:6ES72162BD23;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Battery for PLC S7-200 2nd gen. - REF:6ES72918BA20;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Expans.module 8IN+8OUT relay 2nd gen- REF: 6ES72231PH22 ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Expans.module 2 analog OUT PT100- REF: 6ES72317PB22;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Expans.module 4 analog OUT 2nd gen- REF: 6ES72320HD22 ;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;Expans.module 4 analog IN 2nd gen- REF: 6ES72310HC22;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Operator panel MP277-10"" TFT color , - REF: 6AV66430CD01";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"Automatic switch 3x1.8/2.5A S0 100KA spring -
 REF: 3RV2021-1CA20";ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;2
M01;"VALVULA DE CONTRA PRESSÃO 1.1/2"" VITON DIAPHRAGM
REF: Z51762AA0";MECÂNICO;INSPEÇÃO;6M;23
M01;BOMBA KRACHT KF200BF7 25 BAR SEAL FKM - REF:Z57410CA0;MECÂNICO;INSPEÇÃO/TROCA;A;50
M01;"BOMBA PNEUMÁTICA DIAFRAGMA DUPLO BOXER 100 IN PP 1"" ATEX - REF:Z37662CB0";MECÂNICO;INSPEÇÃO;A;50
M01;REDUTOR DE AR LRP-1/4-4 0-4BAR 2 - REF:Z14017CB0;MECÂNICO;INSPEÇÃO;6M;23
M01;REDUTOR DE PRESSÃO LR-1/4-D-O-MINI- REF:Z17963CA0;MECÂNICO;INSPEÇÃO;6M;23
M01;"VALVULA DE SEGURANÇA 3/4"" NPT OUT 1"" SET 3,6 BAR G15S - REF:Z49376CA0";MECÂNICO;INSPEÇÃO;6M;23
M01;"VALVULA SOLENOIDE MFH-5-1/4"" , DVC-1,  REF: MSFG-24/42-50/60-OD";MECÂNICO;INSPEÇÃO/TESTE;3M;11
M01;"VALVULA SOLENOIDE PM123CV 3/4"" 24VDC,DCV-2,  REF: JB16-16W-24DC";MECÂNICO;INSPEÇÃO/TESTE;3M;11
M01;MOTOR HP7,5 8 POLES B3/B5 EUROVOLTAGE 160M V230/400 50HZ , REF: Z55702CA0;MECÂNICO;LIMPEZA DA VENTOINHA/MEDIÇÃO E ISOLAÇÃO DO MOTOR;6M;23
M01;"MOTOR HP0,5 4 POLES B5 EUROVOLTAGE 71 TROPICALIZED ,
 REF: Z22554CA0";MECÂNICO;LIMPEZA DA VENTOINHA/MEDIÇÃO E ISOLAÇÃO DO MOTOR;6M;23
M01;REDUTOR DO AGITADOR NMRV 050;MECÂNICO;INSPEÇÃO/LUB.;3M;11
M01;RESISTÊNCIA DO AQUECIMENTO 1500W , REF: 4712759CA00A;ELÉTRICO;INSPEÇÃO /TESTE;6M;23
M01;RESISTÊNCIA DO AQUECIMENTO 1500W , REF: 4712759CA00A;ELÉTRICO;INSPEÇÃO /TESTE;6M;23
M01;TERMORESISTÊNCIA PT100 10MTS CABLE , REF: Z06029CA1;ELÉTRICO;INSPEÇÃO /TESTE;6M;23
M01;"CONTATO TERMOSTATO NF 1/2"" TRT 70° 1 N.C.TM67 , REF:Z33545CA0";ELÉTRICO;INSPEÇÃO /TESTE;6M;23
M01;"VALVULA SOLENOIDE MFH-5-1/4"" , DVC-1,  REF: MSFG-24/42-50/60-OD";ELÉTRICO;INSPEÇÃO /TESTE;3M;2
M01;"VALVULA SOLENOIDE PM123CV 3/4"" 24VDC,DCV-2,  REF: JB16-16W-24DC";ELÉTRICO;INSPEÇÃO /TESTE;3M;2
M01;MOTOR HP1,5 8 POLES B3/B5 EUROVOLTAGE 400V 50HZ , REF: Z59049CA0;MECÂNICO;LIMPEZA DA VENTOINHA/MEDIÇÃO E ISOLAÇÃO DO MOTOR;6M;2
M01;"MOTOR HP0,5 4 POLES B5 EUROVOLTAGE 71 TROPICALIZED ,
 REF: Z22554CA0";MECÂNICO;LIMPEZA DA VENTOINHA/MEDIÇÃO E ISOLAÇÃO DO MOTOR;6M;2
M01;REDUTOR DO AGITADOR NMRV 050;MECÂNICO;INSPEÇÃO/LUBRIFICAÇÃO;3M;2
M01;RESISTÊNCIA DO AQUECIMENTO 1500W , REF: 4712759CA00A;ELÉTRICO;INSPEÇÃO /TESTE;6M;2
M01;RESISTÊNCIA DO AQUECIMENTO 1500W , REF: 4712759CA00A;ELÉTRICO;INSPEÇÃO /TESTE;6M;2
M01;TERMORESISTÊNCIA PT100 10MTS CABLE , REF: Z06029CA1;ELÉTRICO;INSPEÇÃO /TESTE;6M;2
M01;"CONTATO TERMOSTATO NF 1/2"" TRT 70° 1 N.C.TM67 , REF:Z33545CA0";ELÉTRICO;INSPEÇÃO /TESTE;6M;2
M01;"VALVULA DE CONTRA PRESSÃO 1.1/2"" VITON DIAPHRAGM
REF: Z51762AA0";MECÂNICO;INSPEÇÃO;6M;2
M01;"VALVULA DE RETENÇÃO VU G 1"" PN 350 FLOW 160L/M- REF:Z36123CA0";MECÂNICO;INSPEÇÃO;6M;2
M01;BOMBA DE ENGRENAGEM KRACHT KF5/315 H30B P0B-ODP 2/440 - REF:Z58988CA0;MECÂNICO;INSPEÇÃO/TROCA;A;2
M01;BOMBA ZIPS2 PNEUMÁTICA DIAFRAGMA DUPLO - REF:Z27390CA0;MECÂNICO;INSPEÇÃO/TROCA;A;2
M01;REDUTOR DE AR LRP-1/4-4 0-4BAR 2 - REF:Z14017CB0;MECÂNICO;INSPEÇÃO;6M;2
M01;REDUTOR DE PRESSÃO LR-1/4-D-O-MINI- REF:Z17963CA0;MECÂNICO;INSPEÇÃO;6M;2
M01;"VALVULA DE SEGURANÇA 3/4"" NPT OUT 1"" SET 3,6 BAR G15S - REF:Z49376CA0";MECÂNICO;INSPEÇÃO;6M;2
M01;VALVULA DE SEGURANÇA 2,5 BAR FOR WATER-REF: Z25191CA0;MECÂNICO;INSPEÇÃO;6M;2
M01;MOTOR HP10(7,5KW)13,8A- 2 POLES B14 EUROVOLTAGE 132SB, MOD:FT 2A132S/2 REF: Z08818CA0;MECÂNICO;LIMPEZA DA VENTOINHA/MEDIÇÃO E ISOLAÇÃO DO MOTOR;6M;2
M01;BOTÃO DE EMERGÊNCIA d.40 red - REF: C.3SB3500-1HA20  ;ELÉTRICO;INSPEÇÃO;6M;4
M01;BLOCO DE CONTATOS 1NC safely spring - REF: 3SB3403-0M;MECÂNICO;INSPEÇÃO /TESTE;6M;4
M01;CILINDRO PNEUMATICO DUPLO EFEITO D160 STROKE 365- REF: Z11503CB0;MECÂNICO;LUBRIFICAÇÃO ;3M;4
M01;CABEÇOTE DO MISTURADOR C250 SEM VALVULA  - REF:W18455AC0;MECÂNICO;INSPEÇÃO E LIMPEZA;3M;4
M01;"LUBRIFICADOR 3/8"" COM METAL CUP L38ST - REF:144004-4 ";MECÂNICO;LUBRIFICAÇÃO ;3M;4
M01;"BLOCO DE AR 6 WAYS 4X3/8"" 2X1/2"" - REF:Z18397PB0";MECÂNICO;INSPEÇÃO;6M;4
M01;"VALVULA DIAFRAGMA DO GÁS 1/4""GAS FOR FREON - REF:104041-4 ";MECÂNICO;INSPEÇÃO;6M;4
M01;VALVULA DE RETENÇÃO DE INOX EP851 GASKET- REF:Z16142AA0;MECÂNICO;INSPEÇÃO;6M;4
M01;VALVULA DE RETENÇÃO DE INOX EP851 GASKET- REF:Z16142AA0;MECÂNICO;INSPEÇÃO;6M;4
M01;VALVULA DE RETENÇÃO DE INOX EP851 GASKET- REF:Z16142AA0;MECÂNICO;INSPEÇÃO;6M;4
M01;INTERRUPTOR DIGITAL DE PRESSÃO;MECÂNICO;INSPEÇÃO/TESTE;6M;4
M01;INTERRUPTOR DIGITAL DE PRESSÃO;MECÂNICO;INSPEÇÃO/TESTE;6M;4
M01;"VALVULA DE SEGURANÇA 1/4""M OUT 1/2"" SET 4.5 BAR PED - REF:Z49370CA0";MECÂNICO;Inspeção;A;4
M01;CHAVE GERAL 3x25A -REF: 194E-A25-1753;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
M01;Automatic switch 3x1.1/1.6A S00 100KA spring-REF:3RV2011-1AA20;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
M01;Frontal aux.contact 1NO+1NC x 3RV19 S00/S0 sp-REF:3RV2901-2E;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
M01;TRANSFORMADOR TM VA 100 Vp 380/440 Vs 230-REF:M001002129;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
M01;FONTE 24Vdc-3,5A 90..264Vac-REF:XCSF85C;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
M01;Contactor 16A 24Vdc 1NO+1NC S0 spring-REF:3RT2025-2BB40;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
M01;Contactor 9A 24Vdc 1NO S00 spring-REF:3RT2016-2BB41;ELÉTRICO;LIMPEZA E REAPERTO DOS BORNES DO PAINEL;6M;3
